NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1.52,0.54,0,0.18,2.24
1.17,0.84,0,0.23,2.24
1.25,0.62,0.18,0.18,2.24
1.48,0.55,0,0.21,2.23
1.29,0.83,0,0.11,2.23
0.51,0.5,0.91,0.31,2.23
1.98,0.06,0,0.19,2.23
1.74,0.25,0.21,0.03,2.23
1.09,0.85,0,0.28,2.23
1.05,0.72,0.1,0.35,2.23
0.88,1.03,0,0.31,2.22
0.65,0.4,1.05,0.11,2.22
1.24,0.79,0,0.19,2.22
1,0.63,0.45,0.13,2.22
1.32,0.56,0.14,0.2,2.22
0.55,1.19,0.14,0.33,2.21
1.01,0.85,0,0.35,2.21
1.06,0.82,0.05,0.28,2.21
2.06,0.12,0,0.02,2.2
2.01,0.02,0,0.17,2.2
1.21,0.79,0.01,0.19,2.2
1.78,0.24,0,0.18,2.2
0.15,0,2.05,0,2.2
1.11,0.51,0.34,0.23,2.2
1.03,0.96,0,0.21,2.2
1.4,0.59,0,0.2,2.2
1.45,0.54,0.02,0.19,2.2
1.06,0.9,0,0.23,2.2
1.68,0.44,0,0.08,2.19
0.87,0.17,1.1,0.05,2.19
1.04,0.72,0.3,0.13,2.19
1.54,0.25,0,0.4,2.19
0.34,0.96,0.55,0.33,2.19
1.17,0.77,0.02,0.22,2.18
0,0,2.17,0.01,2.18
1.92,0.2,0,0.06,2.18
0.6,1.42,0,0.16,2.18
1.48,0.17,0.47,0.06,2.17
1.6,0.46,0.08,0.03,2.17
0.48,0.11,1.56,0.02,2.17
1.29,0.68,0,0.2,2.16
1.28,0.67,0.01,0.21,2.16
1.23,0.83,0,0.1,2.16
1.67,0.3,0.02,0.18,2.16
1.26,0.67,0.02,0.21,2.16
1.5,0.55,0.02,0.08,2.15
1.28,0.03,0.73,0.12,2.15
0.14,0.03,1.98,0,2.15
1.21,0.75,0,0.19,2.15
0.81,0.85,0.15,0.33,2.14
0.59,1.05,0.07,0.44,2.14
1.2,0.84,0,0.1,2.14
1.47,0.38,0.19,0.1,2.14
0.66,0,1.45,0.03,2.14
0.01,0,2.13,0,2.14
1.99,0.12,0,0.02,2.13
0.52,1.02,0,0.59,2.13
1.04,0.81,0,0.27,2.13
0.82,0.37,0.89,0.05,2.13
1.49,0.46,0,0.18,2.12
1.37,0.61,0.05,0.09,2.12
0.83,0.33,0.92,0.04,2.12
1.62,0.26,0.05,0.18,2.11
1.68,0.4,0,0.03,2.11
1.68,0.31,0.02,0.09,2.11
0.11,1.33,0.4,0.26,2.11
0.63,0.21,1.13,0.13,2.11
1.44,0.31,0.04,0.32,2.11
0.94,0.07,1.05,0.04,2.1
0.63,0.05,1.35,0.08,2.1
1.54,0.44,0.04,0.07,2.1
1.17,0.72,0,0.22,2.1
0.71,0.94,0.14,0.32,2.1
1.63,0.31,0,0.16,2.1
1.2,0.6,0,0.29,2.09
0.99,0.63,0.29,0.19,2.09
0,0,1.96,0.14,2.09
1.84,0.12,0.01,0.13,2.09
1.26,0.6,0.05,0.18,2.09
0.96,0.67,0.12,0.34,2.09
0.25,0.45,1.33,0.05,2.09
1.16,0.64,0.08,0.2,2.08
1.77,0.32,0,0,2.08
1.11,0.71,0,0.27,2.08
0.89,0.04,1.07,0.09,2.08
2.04,0.04,0,0,2.08
0.97,0.33,0.73,0.06,2.08
1.33,0.56,0,0.2,2.08
0.89,1.08,0,0.11,2.08
0.89,0.58,0.46,0.14,2.08
1.41,0.49,0.01,0.17,2.08
0.88,0.44,0.63,0.12,2.08
1.77,0.12,0.02,0.17,2.07
1.54,0.46,0,0.08,2.07
0.92,0.93,0,0.22,2.07
1.35,0.52,0,0.19,2.07
0.36,1.38,0.02,0.31,2.07
1.64,0.36,0,0.07,2.07
1.48,0.39,0,0.19,2.06
0.46,0.41,0.96,0.24,2.06
1.42,0.09,0.45,0.1,2.06
1.94,0,0,0.12,2.06
0.71,0.52,0.74,0.08,2.06
1.15,0.77,0.04,0.1,2.06
0.68,0.46,0.79,0.13,2.06
0.63,0.41,0.75,0.26,2.06
1.2,0.62,0.04,0.19,2.06
1.06,0.62,0.13,0.25,2.06
1.04,0.79,0.01,0.21,2.05
1.47,0.48,0.05,0.06,2.05
0.6,0.96,0.13,0.36,2.05
1.77,0.06,0,0.22,2.05
0.63,1,0.05,0.38,2.05
0.89,0.94,0.02,0.21,2.05
1.75,0.25,0,0.05,2.05
1.74,0.02,0,0.28,2.04
0.71,1.02,0,0.31,2.04
0.73,0.91,0.04,0.36,2.04
1.2,0.48,0.29,0.07,2.04
1.45,0.41,0.01,0.16,2.04
0.48,1.28,0.02,0.25,2.04
1.25,0.61,0.13,0.05,2.03
1.21,0.63,0,0.19,2.03
1.57,0.18,0,0.27,2.03
1.82,0.04,0.01,0.16,2.03
0.72,1.08,0,0.23,2.03
1.15,0.04,0.83,0,2.02
0.75,0.51,0.54,0.22,2.02
1.47,0.39,0,0.16,2.02
1.25,0.58,0,0.19,2.02
0.9,0.45,0.54,0.13,2.01
0.58,1.04,0.03,0.36,2.01
0.99,0.85,0,0.17,2.01
0.73,0.88,0.08,0.32,2.01
0.52,0.16,1.29,0.03,2
1.05,0.66,0,0.29,2
1.48,0.28,0,0.23,2
0.48,1.27,0,0.24,2
0.95,0.64,0.27,0.13,1.99
0.75,0.3,0.9,0.04,1.99
1.21,0.64,0.05,0.09,1.99
1.06,0.26,0.53,0.13,1.98
0.79,0.88,0,0.32,1.98
0.93,0.27,0.75,0.04,1.98
0.75,1.09,0.02,0.12,1.98
0.73,0.92,0.03,0.3,1.98
0.74,0.95,0,0.28,1.97
0.71,0.58,0.51,0.17,1.97
1.84,0.11,0,0.02,1.97
0.5,0.5,0.63,0.33,1.96
0.18,0.64,0.9,0.24,1.96
0.18,0.23,1.53,0.02,1.96
1.13,0.37,0.41,0.05,1.96
0.82,0.93,0.04,0.18,1.96
1.09,0.65,0.02,0.2,1.95
0.74,1.01,0,0.2,1.95
1.12,0.6,0.07,0.16,1.95
1.26,0.61,0,0.09,1.95
1.09,0.77,0,0.09,1.95
1.69,0.2,0,0.06,1.95
0.95,0.74,0,0.25,1.94
0.78,0.02,1.05,0.08,1.94
1.01,0.62,0.02,0.29,1.94
1.94,0,0,0,1.94
0.96,0.38,0.55,0.05,1.94
0.59,1.23,0,0.13,1.94
0.73,0.89,0.02,0.3,1.94
0.49,1.26,0.01,0.18,1.94
1.09,0.15,0.65,0.04,1.94
1.17,0.58,0,0.18,1.94
1.41,0.42,0.03,0.07,1.94
1.42,0.4,0,0.12,1.94
1.22,0.54,0.02,0.16,1.93
1,0.72,0,0.21,1.93
1.48,0.39,0,0.06,1.93
0.34,0.26,1.3,0.03,1.93
1.53,0.23,0,0.16,1.93
0.78,0.79,0.04,0.31,1.93
1.06,0.6,0.2,0.07,1.93
0.92,0.53,0.41,0.06,1.92
1.31,0.43,0,0.18,1.92
0.76,0.96,0,0.2,1.92
1.03,0.8,0,0.09,1.92
0.62,0.64,0.55,0.11,1.92
0.94,0.73,0,0.25,1.92
0.26,0.16,1.46,0.03,1.92
1.1,0.55,0,0.27,1.92
0.73,0.96,0.01,0.22,1.91
0.72,0.16,1.01,0.02,1.91
0.72,0.75,0.15,0.29,1.91
0.66,0.93,0.01,0.31,1.91
1.03,0.75,0.03,0.09,1.9
0.86,0.84,0.01,0.17,1.89
1.48,0,0.29,0.12,1.89
0.74,0.62,0.41,0.13,1.89
0.86,0.83,0,0.2,1.89
1.56,0.14,0,0.18,1.88
1.15,0.56,0,0.17,1.88
1.28,0.43,0,0.17,1.88
1.37,0.44,0,0.08,1.88
0.92,0.72,0,0.24,1.88
0.25,0.12,1.48,0.03,1.88
0.89,0.69,0.09,0.21,1.88
1.25,0.27,0.02,0.34,1.88
1.04,0.66,0,0.18,1.88
1.42,0.36,0.03,0.07,1.88
0.47,0.08,0,1.33,1.87
0.96,0.53,0.3,0.09,1.87
0.22,1.47,0.04,0.14,1.87
1.6,0.03,0,0.24,1.87
0.53,0.16,1.07,0.1,1.87
0.87,0.52,0.41,0.06,1.86
1.05,0.53,0.03,0.26,1.86
1.75,0.03,0,0.08,1.86
1.12,0.69,0.03,0.02,1.86
1.37,0.41,0.04,0.04,1.86
0.94,0.44,0.39,0.1,1.86
0,1.37,0,0.49,1.86
1.11,0.56,0,0.18,1.86
0.91,0.71,0,0.24,1.86
0.47,1.03,0.07,0.28,1.86
0.62,0.42,0.69,0.12,1.86
1.33,0.49,0,0.03,1.85
1.26,0.18,0.35,0.06,1.85
0.8,0.19,0.83,0.03,1.85
0.59,0.89,0.06,0.3,1.85
0,1.1,0.42,0.33,1.84
0.77,0.76,0.01,0.29,1.84
1.32,0.37,0,0.15,1.84
1.53,0.05,0,0.25,1.84
0.83,0.06,0.93,0,1.83
0.82,0.82,0,0.2,1.83
1.31,0.49,0,0.03,1.83
1.33,0.4,0.03,0.07,1.83
0.61,0.34,0.79,0.09,1.83
0.25,0.07,1.49,0.02,1.83
0.84,0.7,0.13,0.16,1.83
0.92,0.73,0,0.17,1.83
0.92,0.33,0.52,0.05,1.83
0.51,0.98,0.06,0.28,1.82
1.05,0.47,0.08,0.22,1.82
0.84,0.76,0,0.22,1.82
1.24,0.43,0.03,0.12,1.82
1.73,0.07,0,0.02,1.82
1.81,0,0,0,1.82
0.97,0.33,0.35,0.17,1.82
1.09,0.53,0.02,0.17,1.82
1.05,0.59,0,0.18,1.81
1.1,0.51,0.12,0.08,1.81
0.78,0.44,0.56,0.04,1.81
0.42,1.08,0.03,0.28,1.81
0.88,0.69,0,0.23,1.81
1,0.03,0,0.77,1.8
0.93,0.59,0.21,0.07,1.8
1.66,0,0.01,0.13,1.8
1,0.68,0,0.12,1.8
1.41,0.2,0.03,0.16,1.8
0.73,0.9,0.03,0.14,1.8
0.55,0.86,0.11,0.27,1.79
0.89,0.74,0.07,0.09,1.79
0.92,0.6,0.14,0.14,1.79
1.26,0.39,0.08,0.06,1.79
0.32,0.97,0.36,0.13,1.79
1.25,0.29,0,0.24,1.78
1.12,0.58,0,0.08,1.78
0.39,1.01,0.02,0.36,1.78
0.85,0.76,0,0.16,1.77
0.24,0.09,1.33,0.12,1.77
0.63,0.06,1.03,0.04,1.77
1.19,0.29,0.24,0.06,1.77
0.23,0.02,1.49,0.02,1.76
1.01,0.6,0,0.15,1.76
1.15,0.45,0,0.16,1.76
0.85,0.31,0.56,0.04,1.76
1.27,0.42,0,0.07,1.76
1.07,0.44,0.01,0.24,1.76
1.06,0.54,0,0.16,1.76
0.93,0.38,0.4,0.06,1.76
1.02,0.47,0.2,0.07,1.76
0.53,0.12,1.09,0.02,1.76
0.86,0.67,0,0.22,1.76
1.23,0.46,0,0.07,1.76
0.86,0.67,0,0.22,1.76
1.26,0.47,0,0.03,1.76
0.52,0.95,0,0.29,1.76
0.61,0.87,0.02,0.26,1.76
1.68,0.04,0,0.04,1.75
1.24,0.45,0,0.07,1.75
0.06,0.9,0.53,0.27,1.75
1.25,0.17,0,0.32,1.75
0.45,0.92,0.06,0.32,1.75
0.94,0.34,0.21,0.27,1.75
0.79,0.14,0.8,0.02,1.75
0.7,0.13,0.91,0.01,1.75
0.67,0.79,0,0.29,1.75
0.35,1.06,0.02,0.31,1.75
1,0.53,0.03,0.18,1.75
0.3,0.56,0.84,0.05,1.75
0.85,0.66,0.01,0.22,1.75
1.25,0.46,0,0.03,1.75
0.9,0.35,0.25,0.24,1.74
0.72,0.89,0.04,0.1,1.74
0.63,0.49,0.45,0.17,1.74
0.56,0.81,0.1,0.27,1.74
1.05,0.52,0.03,0.14,1.74
0.41,0.44,0.72,0.17,1.74
1.69,0.04,0,0.01,1.74
1.66,0.04,0,0.04,1.74
0.61,0.78,0.06,0.27,1.74
0.85,0.66,0,0.22,1.73
0.43,0.68,0.42,0.2,1.73
1.48,0.2,0,0.05,1.73
0.94,0.62,0.1,0.07,1.73
0.2,0.14,1.35,0.03,1.73
0.95,0.7,0,0.08,1.73
0.68,0.88,0.01,0.17,1.73
0.85,0.66,0,0.22,1.72
0.35,1.08,0.03,0.26,1.72
0.61,0.18,0,0.94,1.72
1.37,0.18,0,0.18,1.72
1.61,0.03,0,0.08,1.72
0.8,0.21,0.55,0.15,1.72
0.41,0.98,0,0.32,1.72
1.06,0.5,0.01,0.14,1.71
0.99,0.64,0,0.08,1.71
1.17,0.39,0,0.15,1.71
0.88,0.34,0.32,0.18,1.71
1.09,0.55,0,0.07,1.71
0,0,1.71,0,1.71
1.25,0.39,0,0.06,1.71
0.7,0.82,0,0.19,1.71
1.14,0.4,0,0.16,1.71
1.15,0.4,0,0.15,1.7
0.23,0.24,0,1.23,1.7
0.83,0.6,0.02,0.24,1.7
0,0,1.69,0.01,1.7
1.41,0.05,0,0.23,1.7
0.59,0.87,0,0.23,1.7
0.63,0.76,0.03,0.27,1.7
0.68,0.82,0,0.19,1.7
1.58,0,0,0.12,1.69
1.22,0.34,0.04,0.1,1.69
0.72,0.65,0.04,0.28,1.69
0.94,0.64,0,0.11,1.69
0.49,0.87,0.07,0.26,1.69
1.37,0.28,0.03,0.02,1.69
1.1,0.48,0.04,0.07,1.69
0.87,0.66,0.08,0.08,1.69
1.52,0.12,0,0.05,1.69
0.79,0.65,0.08,0.17,1.69
0.98,0.42,0.22,0.06,1.69
0.48,1.12,0,0.08,1.69
1.4,0.16,0,0.12,1.68
0.79,0.7,0.01,0.18,1.68
0.82,0.64,0,0.22,1.68
1.58,0.06,0,0.04,1.68
0.92,0.6,0.01,0.15,1.68
0.88,0.54,0.02,0.25,1.68
0.59,0.24,0.82,0.03,1.68
0.38,0.87,0.33,0.1,1.68
0.98,0.52,0,0.17,1.68
0.81,0.23,0.52,0.11,1.68
1.67,0,0,0,1.68
1.18,0.27,0.17,0.06,1.68
0.97,0.4,0.14,0.15,1.67
0.9,0.46,0,0.32,1.67
0.93,0.52,0,0.22,1.67
1.58,0.05,0,0.04,1.67
1.22,0.39,0,0.06,1.67
0.91,0.3,0.42,0.04,1.67
1.09,0.49,0.02,0.07,1.67
0.59,0.95,0.03,0.1,1.67
0.97,0.59,0.04,0.07,1.67
0.96,0.42,0.08,0.21,1.67
1.13,0.32,0,0.22,1.67
1.35,0.09,0,0.23,1.67
0.81,0.58,0.01,0.26,1.67
0.83,0.66,0,0.18,1.67
1.08,0.45,0,0.14,1.67
0.45,0.9,0.05,0.26,1.66
0.45,1.02,0,0.2,1.66
1,0.3,0.31,0.04,1.66
0.78,0.61,0.06,0.2,1.66
0.93,0.56,0,0.16,1.66
0.81,0.63,0,0.21,1.66
1.01,0.5,0.01,0.13,1.66
1.25,0.15,0.03,0.22,1.66
0.9,0.61,0,0.15,1.66
0.96,0.12,0.54,0.04,1.66
0.65,0.45,0.34,0.22,1.65
1.54,0.1,0,0.02,1.65
0.58,0.21,0.79,0.07,1.65
0.9,0.11,0.6,0.05,1.65
1.06,0.38,0.15,0.05,1.65
1.21,0.3,0,0.14,1.65
0.76,0.69,0.02,0.18,1.65
0.57,0.72,0.06,0.29,1.65
0,0,1.65,0,1.65
0.9,0.54,0.04,0.17,1.65
0.8,0.05,0.76,0.03,1.64
1.09,0.37,0.02,0.16,1.64
1.52,0.1,0,0.02,1.64
0.93,0.63,0,0.08,1.64
0.74,0.26,0.61,0.03,1.64
0.8,0.63,0,0.21,1.64
1.44,0.15,0,0.05,1.64
0.54,0.88,0,0.22,1.64
0.8,0.69,0.01,0.14,1.63
1.54,0.02,0,0.07,1.63
0.52,0.8,0.06,0.26,1.63
0.78,0.25,0.56,0.04,1.63
1.18,0.34,0,0.1,1.63
1.35,0.11,0,0.17,1.63
0.58,0.81,0,0.23,1.63
0.71,0.48,0.32,0.11,1.63
1.32,0.09,0,0.22,1.62
0.86,0.62,0.01,0.13,1.62
0.45,0.95,0.02,0.2,1.62
0.8,0.63,0.01,0.19,1.62
1.02,0.46,0,0.13,1.62
1.01,0.11,0.45,0.04,1.62
0.59,0.76,0.01,0.26,1.62
0.9,0.61,0,0.11,1.62
0.68,0.56,0.12,0.25,1.62
0.99,0.41,0,0.22,1.62
0.3,0.02,1.27,0.03,1.62
0.79,0.62,0,0.21,1.61
0.66,0.27,0.65,0.03,1.61
0,0,1.61,0.01,1.61
0.98,0.38,0.2,0.04,1.61
0,1.18,0,0.43,1.61
0.82,0.6,0.03,0.15,1.6
0.98,0.04,0.49,0.09,1.6
1.49,0,0,0.11,1.6
1.3,0.23,0,0.07,1.6
0.46,0.96,0.09,0.08,1.6
1.49,0.09,0,0.02,1.6
0.59,0.83,0.02,0.17,1.6
0.71,0.48,0.3,0.1,1.6
1.05,0.44,0.06,0.04,1.6
1.05,0.41,0,0.14,1.6
1.26,0.12,0,0.21,1.59
0.01,1.58,0,0,1.59
0.71,0.69,0.02,0.18,1.59
1.15,0.36,0.04,0.04,1.59
0.61,0.41,0.46,0.1,1.59
1.48,0.09,0,0.02,1.59
0.04,1.1,0.32,0.13,1.59
0.88,0.6,0,0.1,1.59
0.78,0.37,0.3,0.13,1.58
0.88,0.26,0.34,0.1,1.58
0.94,0.48,0.01,0.15,1.58
0.92,0.43,0.07,0.15,1.58
0.88,0.6,0,0.1,1.58
0.6,0.69,0.02,0.26,1.58
0.85,0.65,0,0.08,1.58
0.69,0.53,0.24,0.12,1.58
0.58,0.45,0.34,0.2,1.57
1.06,0.35,0.01,0.15,1.57
0.1,0.18,0.12,1.16,1.57
0.77,0.6,0,0.2,1.57
0.92,0.5,0.03,0.12,1.57
0.9,0.53,0,0.14,1.57
0.84,0.57,0,0.16,1.57
0.57,0.88,0,0.12,1.57
1.31,0.09,0,0.16,1.57
0.98,0.53,0,0.06,1.57
0.95,0.11,0.46,0.04,1.57
0.17,0.02,1.36,0.02,1.57
0.63,0.76,0,0.17,1.56
0.77,0.6,0,0.2,1.56
1.07,0.4,0,0.1,1.56
0.62,0.78,0.01,0.15,1.56
0.86,0.54,0,0.15,1.56
0.59,0.14,0.81,0.02,1.56
1.05,0.36,0,0.15,1.56
1.32,0.19,0,0.05,1.56
0.67,0.17,0.69,0.03,1.56
0.57,0.43,0.44,0.12,1.56
0,0,1.56,0,1.56
0.68,0.38,0.44,0.05,1.56
0.8,0.59,0.01,0.16,1.55
0.73,0.67,0,0.15,1.55
0.76,0.59,0,0.2,1.55
0.91,0.57,0,0.07,1.55
0.95,0.46,0,0.14,1.55
1.13,0.38,0.02,0.03,1.55
0.57,0.87,0.02,0.09,1.55
0.92,0.48,0,0.15,1.55
1.55,0,0,0,1.55
0.47,0.8,0.03,0.24,1.55
0.85,0.55,0,0.15,1.55
0.37,0.96,0,0.21,1.54
0.85,0.46,0.02,0.22,1.54
0.83,0.44,0.08,0.19,1.54
0.58,0.87,0,0.09,1.54
0.78,0.43,0.19,0.14,1.54
1.4,0.02,0.02,0.1,1.54
0.5,0.76,0.04,0.24,1.54
1.26,0.07,0,0.21,1.54
0.85,0.58,0,0.1,1.54
0.53,0.66,0.13,0.22,1.53
0.42,0.65,0.33,0.14,1.53
0.18,0.63,0.49,0.24,1.53
1.19,0.29,0,0.05,1.53
1.44,0.05,0,0.04,1.53
0.72,0.52,0.04,0.25,1.53
1.09,0.15,0.25,0.04,1.53
0.85,0.58,0,0.1,1.53
0.64,0.69,0,0.19,1.53
0.67,0.43,0.29,0.14,1.52
1.07,0.39,0,0.06,1.52
0.36,0.9,0,0.27,1.52
0.7,0.55,0.16,0.12,1.52
1.43,0.05,0,0.04,1.52
0.18,0.06,1.27,0.01,1.52
0,0,1.52,0,1.52
1.45,0.04,0,0.04,1.52
0.88,0.48,0,0.17,1.52
1.43,0.05,0,0.03,1.52
0.92,0.4,0,0.2,1.52
1.11,0.31,0.06,0.04,1.52
1.26,0.05,0,0.21,1.51
0.85,0.51,0.01,0.15,1.51
0.7,0.64,0.01,0.16,1.51
0.94,0.44,0,0.13,1.51
0,0,1.51,0,1.51
0.94,0.43,0,0.14,1.51
0.93,0.15,0.42,0.01,1.51
0.23,1.16,0,0.11,1.51
1.41,0.06,0,0.04,1.51
0.35,0.03,0,1.13,1.51
1.18,0.27,0,0.05,1.51
0.56,0.77,0,0.17,1.51
0.02,1.16,0,0.33,1.51
0.6,0.47,0.21,0.23,1.51
0.99,0.32,0.11,0.08,1.5
0.6,0.62,0.03,0.26,1.5
0.66,0.52,0.15,0.17,1.5
1.41,0.05,0,0.04,1.5
0.49,0.78,0,0.23,1.5
1.19,0.07,0.05,0.2,1.5
0,0,1.5,0,1.5
1.2,0.27,0.02,0.02,1.5
0.46,0.1,0.92,0.02,1.5
1,0.36,0.09,0.05,1.5
0.8,0.49,0,0.21,1.5
1.21,0.14,0.1,0.04,1.5
1.13,0.2,0,0.16,1.49
0.72,0.38,0.36,0.04,1.49
1,0.43,0,0.06,1.49
1.22,0,0,0.27,1.49
0.75,0.52,0.09,0.12,1.49
0.82,0.36,0.25,0.06,1.49
0,1.1,0,0.39,1.49
0.5,0.69,0.04,0.26,1.49
0.88,0.47,0,0.14,1.49
0.54,0.69,0.02,0.24,1.49
0.47,0.37,0.52,0.12,1.48
1.2,0.25,0.02,0.02,1.48
0.7,0.35,0.39,0.04,1.48
0.28,0.5,0.65,0.05,1.48
0.44,0.67,0,0.37,1.48
0.43,0.88,0,0.18,1.48
0.64,0.57,0.05,0.22,1.48
0.99,0.35,0,0.13,1.48
1.07,0.28,0,0.13,1.48
0.82,0.51,0.01,0.14,1.48
0.72,0.56,0,0.19,1.48
1.08,0.2,0,0.2,1.48
0.84,0.51,0,0.13,1.48
0.82,0.59,0,0.07,1.48
0.52,0.77,0.07,0.11,1.47
0.39,0.91,0,0.17,1.47
1.04,0.37,0,0.06,1.47
0.62,0.18,0.65,0.02,1.47
0.71,0.43,0.07,0.26,1.47
0.93,0.4,0.02,0.12,1.47
1.33,0.03,0.01,0.1,1.47
0.29,0.19,0.89,0.1,1.46
1.02,0.38,0,0.06,1.46
1.06,0.29,0,0.11,1.46
0.72,0.56,0,0.19,1.46
0.81,0.55,0,0.1,1.46
0.06,0.09,1.3,0.01,1.46
0.95,0.37,0.1,0.04,1.46
0.72,0.4,0.14,0.2,1.46
1.36,0.08,0,0.02,1.46
0.81,0.55,0,0.1,1.46
0.35,0.69,0.28,0.14,1.46
0.93,0.24,0.25,0.04,1.46
0.46,0.82,0,0.17,1.46
1.17,0.2,0.04,0.05,1.46
0.81,0.46,0.04,0.15,1.46
0.83,0.48,0.02,0.12,1.45
0.37,0.47,0.54,0.07,1.45
1.08,0.11,0,0.27,1.45
0.71,0.55,0,0.19,1.45
0.54,0.35,0.46,0.1,1.45
0,0,1.44,0.01,1.45
0,0,1.45,0,1.45
0,0,1.45,0,1.45
0,0,1.44,0.01,1.45
1.24,0.17,0.03,0.01,1.45
0.78,0.45,0.03,0.19,1.45
1.02,0.32,0,0.11,1.45
1.38,0.05,0,0.02,1.45
0.89,0.31,0.01,0.23,1.45
0.77,0.49,0.03,0.15,1.44
0.04,1.08,0,0.32,1.44
0.26,0.07,1.09,0.02,1.44
0.61,0.68,0,0.15,1.44
0.97,0.34,0,0.13,1.44
0.37,0.89,0,0.18,1.44
1.03,0.32,0,0.09,1.44
1.16,0.08,0,0.19,1.44
0.95,0.37,0,0.11,1.43
0.8,0.54,0,0.09,1.43
0.92,0.38,0,0.13,1.43
0.92,0.39,0,0.12,1.43
0.52,0.75,0,0.16,1.43
0.53,0.57,0,0.34,1.43
0.82,0.23,0.35,0.03,1.43
1.12,0.19,0,0.11,1.43
0,0,1.39,0.03,1.43
0.79,0.54,0,0.09,1.43
0,1.13,0,0.29,1.43
0.96,0.33,0,0.13,1.43
0.73,0.42,0,0.27,1.42
0.75,0.46,0.01,0.2,1.42
0.63,0.56,0.03,0.2,1.42
0.7,0.54,0,0.18,1.42
1.35,0.05,0,0.02,1.42
0.48,0.77,0,0.17,1.42
0.89,0.22,0.22,0.1,1.42
1.15,0.08,0,0.19,1.42
0.57,0.12,0.71,0.02,1.42
0.12,0,1.3,0,1.42
0.73,0.48,0,0.21,1.42
0.8,0.47,0,0.14,1.42
0.45,0.37,0.44,0.16,1.42
0.63,0.38,0.35,0.05,1.42
1.22,0.06,0.02,0.11,1.42
0.09,0.07,1.24,0.02,1.41
0.8,0.4,0.02,0.18,1.41
1.09,0.28,0,0.04,1.41
0.48,0.62,0.06,0.26,1.41
0.97,0.37,0.03,0.05,1.41
0.85,0.43,0,0.13,1.41
0.78,0.51,0,0.12,1.41
0.57,0.69,0,0.14,1.41
1.02,0.34,0,0.05,1.41
0,0.47,0.77,0.17,1.41
0.9,0.39,0,0.12,1.41
1.19,0.17,0,0.05,1.41
0.69,0.54,0,0.18,1.41
0.95,0.33,0,0.13,1.4
1.07,0.28,0,0.05,1.4
0.58,0.5,0,0.32,1.4
0.89,0.39,0,0.13,1.4
0.38,0.08,0.03,0.93,1.4
1.15,0.2,0,0.05,1.4
0.9,0.38,0,0.12,1.4
0.36,0.44,0.32,0.27,1.4
0.74,0.52,0.08,0.06,1.4
0,0,1.39,0.01,1.4
0.47,0.65,0.06,0.22,1.4
0.03,1.05,0.02,0.3,1.4
0.5,0.78,0.01,0.11,1.4
0.78,0.53,0,0.09,1.39
0,0.19,1.18,0.03,1.39
1.19,0.16,0,0.03,1.39
1.05,0.17,0.15,0.02,1.39
0.24,0.18,0.91,0.06,1.39
0.87,0.38,0,0.13,1.39
0.97,0.3,0,0.11,1.38
0.43,0.69,0.01,0.26,1.38
0.48,0.53,0.28,0.09,1.38
0.9,0.37,0,0.11,1.38
0.96,0.37,0,0.05,1.38
0.63,0.62,0,0.14,1.38
0.5,0.32,0.49,0.08,1.38
0.83,0.43,0,0.13,1.38
1.03,0.21,0,0.14,1.38
0.58,0.18,0.59,0.02,1.38
0.55,0.7,0.02,0.11,1.38
0.77,0.54,0,0.07,1.38
0.71,0.53,0,0.13,1.38
0.67,0.53,0,0.18,1.38
1.26,0.02,0,0.1,1.38
0.6,0.01,0,0.76,1.37
0.76,0.47,0.02,0.12,1.37
0.76,0.52,0,0.09,1.37
0.33,0.41,0.54,0.1,1.37
0.8,0.45,0,0.12,1.37
0.5,0.59,0.07,0.22,1.37
0.99,0.33,0,0.05,1.37
0,0,1.37,0,1.37
0.49,0.55,0,0.33,1.37
0.43,0.56,0.15,0.21,1.36
0.24,0.7,0.16,0.26,1.36
0.86,0.45,0,0.06,1.36
0.63,0.57,0,0.15,1.36
0.63,0.66,0,0.07,1.36
0.87,0.34,0.02,0.13,1.36
0.23,0.04,0,1.09,1.36
0.27,0.08,1,0.01,1.36
0,0,1.36,0,1.36
1.26,0.08,0,0.01,1.36
0.67,0.52,0,0.17,1.36
0.51,0.6,0,0.25,1.35
0,0,1.26,0.09,1.35
0.7,0.52,0,0.13,1.35
1.29,0.03,0,0.03,1.35
0.79,0.42,0.01,0.13,1.35
0.63,0.57,0.01,0.14,1.35
0.73,0.5,0.01,0.12,1.35
0.43,0.65,0.02,0.25,1.35
0.22,0.05,1.06,0.02,1.35
0.39,0.87,0,0.1,1.35
0.7,0.58,0,0.07,1.35
0.78,0.44,0,0.12,1.35
0.15,0.04,1.07,0.09,1.35
0,1.04,0,0.31,1.35
0.2,0.76,0,0.39,1.35
0.23,0.73,0.02,0.37,1.35
1.22,0.03,0,0.09,1.35
0.31,0.89,0.01,0.14,1.35
0.95,0.21,0.01,0.18,1.34
0.79,0.34,0.08,0.13,1.34
0.66,0.44,0.04,0.21,1.34
0.85,0.27,0.13,0.1,1.34
0.71,0.49,0.02,0.12,1.34
0.61,0.16,0.49,0.08,1.34
0.81,0.28,0.11,0.14,1.34
1.03,0.27,0,0.04,1.34
0.85,0.43,0,0.06,1.34
0.77,0.45,0,0.12,1.34
0.25,0.75,0.08,0.26,1.34
0.24,0.03,1.03,0.04,1.34
0.84,0.22,0.24,0.04,1.34
